,path,label
25,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_23,0
26,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_24,1
27,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_25,0
28,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_26,0
29,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_27,1
30,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_28,0
31,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_29,0
32,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_30,0
33,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_31,0
34,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_32,0
35,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_33,0
36,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_34,0
37,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_35,1
38,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_36,0
39,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_37,0
40,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_38,0
41,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_39,0
42,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_40,0
43,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_41,0
44,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_42,0
45,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_43,0
46,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_44,0
47,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_45,0
48,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_4_46,0
49,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_1,0
50,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_2,1
51,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_3,0
52,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_4,0
53,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_5,1
54,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_6,0
55,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_7,0
56,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_8,0
57,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_9,1
58,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_10,0
59,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_11,1
60,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_12,1
61,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_13,0
62,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_14,0
63,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_15,1
64,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_16,0
65,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_17,0
66,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_18,0
67,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_19,0
68,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_20,0
69,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_21,0
70,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_22,0
71,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_23,1
72,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_24,1
73,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_25,0
74,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_26,0
75,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_27,1
76,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_28,0
77,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_29,1
78,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_30,0
79,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_31,1
80,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_32,1
81,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_33,0
82,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_34,0
83,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_35,0
84,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_36,0
85,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_37,0
86,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_38,0
87,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_39,0
88,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_6_40,0
89,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_1,0
90,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_2,0
91,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_3,1
92,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_4,0
93,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_5,0
94,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_6,1
95,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_7,0
96,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_8,0
97,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_9,0
98,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_10,1
99,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_11,1
100,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_12,1
101,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_13,1
102,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_14,1
103,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_15,1
104,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_16,1
105,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_17,1
106,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_18,1
107,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_19,1
108,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_20,1
109,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_21,1
110,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_7_22,1
111,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_1,0
112,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_2,0
113,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_3,0
114,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_4,1
115,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_5,0
116,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_6,0
117,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_7,1
118,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_8,0
119,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_9,0
120,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_10,0
121,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_11,1
122,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_12,1
123,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_13,0
124,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_14,1
125,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_15,0
126,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_16,0
127,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_17,0
128,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_18,1
129,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_19,0
130,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_20,0
131,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_21,1
132,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_22,1
133,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_23,0
134,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_24,1
135,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_25,0
136,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_26,0
137,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_27,0
138,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_28,0
139,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_29,0
140,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_30,1
141,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_31,0
142,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_32,0
143,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_33,0
144,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_34,0
145,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_35,0
146,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_36,1
147,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_37,0
148,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_38,0
149,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_39,0
150,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_40,0
151,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_41,0
152,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_42,0
153,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_43,1
154,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_44,0
155,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_45,0
156,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_46,0
157,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_47,1
158,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_48,1
159,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_49,0
160,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_50,1
161,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_51,0
162,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_8_52,1
163,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_1,0
164,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_2,0
165,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_3,0
166,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_4,0
167,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_5,0
168,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_6,1
169,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_7,0
170,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_8,0
171,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_9,1
172,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_10,0
173,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_11,0
174,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_12,0
175,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_13,1
176,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_14,1
177,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_15,0
178,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_16,0
179,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_17,0
180,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_18,1
181,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_19,1
182,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_20,0
183,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_21,0
184,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_22,1
185,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_23,0
186,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_24,0
187,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_25,0
188,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_26,0
189,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_27,0
190,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_28,0
191,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_29,0
192,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_30,1
193,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_31,0
194,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_32,0
195,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_33,0
196,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_34,0
197,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_35,0
198,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_36,0
199,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_37,1
200,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_38,0
201,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_39,0
202,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_40,1
203,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_41,0
204,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_42,1
205,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_43,0
206,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_44,0
207,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_45,1
208,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_46,1
209,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_47,0
210,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_48,0
211,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_9_49,0
212,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_1,0
213,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_2,1
214,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_3,1
215,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_4,0
216,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_5,1
217,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_6,1
218,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_7,1
219,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_8,0
220,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_9,1
221,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_10,1
222,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_11,0
223,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_12,1
224,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_13,1
225,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_14,0
226,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_15,1
227,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_16,1
228,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_10_17,1
229,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_1,1
230,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_2,0
231,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_3,0
232,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_4,0
233,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_5,0
234,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_6,0
235,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_7,0
236,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_8,0
237,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_9,0
238,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_10,0
239,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_11,1
240,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_12,0
241,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_13,0
242,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_14,0
243,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_15,1
244,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_16,0
245,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_17,1
246,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_18,0
247,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_19,0
248,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_20,0
249,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_21,0
250,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_22,0
251,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_23,0
252,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_24,1
253,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_25,0
254,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_26,0
255,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_27,0
256,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_28,0
257,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_29,0
258,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_30,0
259,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_31,0
260,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_32,1
261,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_33,0
262,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_34,0
263,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_35,0
264,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_36,0
265,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_37,0
266,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_38,0
267,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_39,0
268,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_40,1
269,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_41,0
270,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_42,0
271,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_43,0
272,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_44,0
273,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_45,0
274,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_46,0
275,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_47,0
276,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_48,0
277,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_49,0
278,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_50,0
279,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_11_51,0
280,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_1,0
281,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_2,0
282,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_3,0
283,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_4,0
284,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_5,1
285,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_6,0
286,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_7,0
287,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_8,0
288,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_9,1
289,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_10,0
290,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_11,0
291,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_12,1
292,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_13,0
293,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_14,0
294,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_15,0
295,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_16,0
296,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_17,1
297,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_18,0
298,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_19,1
299,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_20,0
300,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_21,1
301,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_22,1
302,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_23,1
303,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_24,0
304,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_25,0
305,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_26,0
306,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_27,0
307,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_28,0
308,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_12_29,1
309,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_1,0
310,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_2,0
311,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_3,0
312,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_4,0
313,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_5,0
314,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_6,0
315,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_7,0
316,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_8,0
317,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_9,1
318,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_10,0
319,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_11,1
320,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_12,0
321,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_13,1
322,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_14,0
323,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_15,0
324,d:/Vikas/lie_detection/BrainWaves/data/preprocessed//data02/data02_13_16,0
