,Unnamed: 0,label
1166,1166,0
1167,1167,0
1168,1168,1
1169,1169,0
1170,1170,1
1171,1171,1
1172,1172,0
1173,1173,1
1174,1174,1
1175,1175,0
1176,1176,1
1177,1177,0
1178,1178,1
1179,1179,1
1180,1180,1
1181,1181,0
1182,1182,0
1183,1183,1
1184,1184,0
1185,1185,0
1186,1186,0
1187,1187,0
1188,1188,0
1189,1189,1
1190,1190,0
1191,1191,0
1192,1192,0
1193,1193,1
1194,1194,0
1195,1195,0
1196,1196,0
1197,1197,0
1198,1198,1
1199,1199,0
1200,1200,0
1201,1201,0
1202,1202,1
1203,1203,0
1204,1204,0
1205,1205,1
1206,1206,0
1207,1207,0
1208,1208,0
1209,1209,1
1210,1210,0
1211,1211,1
1212,1212,0
1213,1213,0
1214,1214,0
1215,1215,0
1216,1216,1
1217,1217,0
1218,1218,0
1219,1219,1
1220,1220,0
1221,1221,0
1222,1222,0
1223,1223,0
1224,1224,1
1225,1225,0
1226,1226,1
1227,1227,1
1228,1228,1
1229,1229,1
1230,1230,0
1231,1231,1
1232,1232,0
1233,1233,1
1234,1234,0
1235,1235,1
1236,1236,0
1237,1237,1
1238,1238,0
1239,1239,1
1240,1240,1
1241,1241,1
1242,1242,1
1243,1243,0
1244,1244,0
1245,1245,1
1246,1246,1
1247,1247,1
1248,1248,1
1249,1249,1
1250,1250,0
1251,1251,0
1252,1252,1
1253,1253,1
1254,1254,0
1255,1255,0
1256,1256,0
1257,1257,1
1258,1258,1
1259,1259,0
1260,1260,1
1261,1261,1
1262,1262,0
1263,1263,1
1264,1264,1
1265,1265,1
1266,1266,0
1267,1267,0
1268,1268,0
1269,1269,0
1270,1270,0
1271,1271,0
1272,1272,0
1273,1273,0
1274,1274,0
1275,1275,0
1276,1276,1
1277,1277,0
1278,1278,0
1279,1279,1
1280,1280,1
1281,1281,0
1282,1282,1
1283,1283,0
1284,1284,1
1285,1285,0
1286,1286,0
1287,1287,0
1288,1288,0
1289,1289,1
1290,1290,0
1291,1291,0
1292,1292,0
1293,1293,1
1294,1294,1
1295,1295,0
1296,1296,0
1297,1297,1
1298,1298,0
1299,1299,0
1300,1300,1
1301,1301,0
1302,1302,1
1303,1303,1
1304,1304,1
1305,1305,0
1306,1306,0
1307,1307,0
1308,1308,1
1309,1309,0
1310,1310,0
1311,1311,0
1312,1312,0
1313,1313,0
1314,1314,1
1315,1315,1
1316,1316,0
1317,1317,1
1318,1318,0
1319,1319,1
1320,1320,0
1321,1321,0
1322,1322,1
1323,1323,0
1324,1324,0
1325,1325,1
1326,1326,1
1327,1327,1
1328,1328,1
1329,1329,0
1330,1330,0
1331,1331,0
1332,1332,0
1333,1333,0
1334,1334,1
1335,1335,1
1336,1336,0
1337,1337,0
1338,1338,0
1339,1339,0
1340,1340,0
1341,1341,1
1342,1342,0
1343,1343,0
1344,1344,1
1345,1345,0
1346,1346,1
1347,1347,0
1348,1348,1
1349,1349,1
1350,1350,0
1351,1351,0
1352,1352,0
1353,1353,1
1354,1354,0
1355,1355,1
1356,1356,0
1357,1357,0
1358,1358,1
1359,1359,0
1360,1360,0
1361,1361,1
1362,1362,0
1363,1363,0
1364,1364,0
1365,1365,0
1366,1366,0
1367,1367,0
1368,1368,1
1369,1369,0
1370,1370,0
1371,1371,0
1372,1372,0
1373,1373,0
1374,1374,0
1375,1375,0
1376,1376,0
1377,1377,0
1378,1378,0
1379,1379,0
1380,1380,0
1381,1381,0
1382,1382,0
1383,1383,0
1384,1384,1
1385,1385,0
1386,1386,0
1387,1387,1
1388,1388,1
1389,1389,0
1390,1390,0
1391,1391,0
1392,1392,0
1393,1393,0
1394,1394,1
1395,1395,1
1396,1396,1
1397,1397,0
1398,1398,0
1399,1399,1
1400,1400,1
1401,1401,0
1402,1402,0
1403,1403,0
1404,1404,0
1405,1405,0
1406,1406,0
1407,1407,0
1408,1408,0
1409,1409,1
1410,1410,0
1411,1411,1
1412,1412,1
1413,1413,0
1414,1414,0
1415,1415,1
1416,1416,0
1417,1417,1
1418,1418,0
1419,1419,1
1420,1420,0
1421,1421,0
1422,1422,0
1423,1423,0
1424,1424,1
1425,1425,1
1426,1426,0
1427,1427,1
1428,1428,0
1429,1429,1
1430,1430,0
1431,1431,0
1432,1432,1
1433,1433,1
1434,1434,0
1435,1435,0
1436,1436,0
1437,1437,1
1438,1438,1
1439,1439,1
1440,1440,0
1441,1441,0
1442,1442,1
1443,1443,0
1444,1444,0
1445,1445,1
1446,1446,1
1447,1447,1
1448,1448,0
1449,1449,0
1450,1450,1
1451,1451,1
1452,1452,0
1453,1453,0
1454,1454,0
1455,1455,0
1456,1456,0
1457,1457,1
1458,1458,1
1459,1459,0
1460,1460,0
1461,1461,1
1462,1462,0
1463,1463,1
1464,1464,0
1465,1465,0
1466,1466,0
1467,1467,1
1468,1468,0
1469,1469,0
1470,1470,1
1471,1471,0
1472,1472,0
1473,1473,0
1474,1474,0
1475,1475,0
1476,1476,1
1477,1477,0
1478,1478,0
1479,1479,0
1480,1480,1
1481,1481,0
1482,1482,0
1483,1483,1
1484,1484,1
1485,1485,0
1486,1486,1
1487,1487,0
1488,1488,0
1489,1489,1
1490,1490,0
1491,1491,0
1492,1492,0
1493,1493,0
1494,1494,0
1495,1495,1
1496,1496,1
1497,1497,0
1498,1498,0
1499,1499,0
1500,1500,1
1501,1501,0
1502,1502,0
1503,1503,1
1504,1504,0
1505,1505,0
1506,1506,0
1507,1507,0
1508,1508,0
1509,1509,0
1510,1510,0
1511,1511,0
1512,1512,0
1513,1513,0
1514,1514,0
1515,1515,0
1516,1516,0
1517,1517,0
1518,1518,0
1519,1519,1
1520,1520,0
1521,1521,1
1522,1522,0
1523,1523,1
1524,1524,0
1525,1525,1
1526,1526,0
1527,1527,0
1528,1528,1
1529,1529,0
1530,1530,0
1531,1531,0
1532,1532,0
1533,1533,0
1534,1534,0
1535,1535,1
1536,1536,0
1537,1537,1
1538,1538,0
1539,1539,0
1540,1540,0
1541,1541,0
1542,1542,0
1543,1543,0
1544,1544,1
1545,1545,0
1546,1546,0
1547,1547,0
1548,1548,0
1549,1549,1
1550,1550,0
1551,1551,0
1552,1552,0
1553,1553,0
1554,1554,1
1555,1555,0
1556,1556,0
1557,1557,1
1558,1558,0
1559,1559,0
1560,1560,0
1561,1561,1
1562,1562,0
1563,1563,0
1564,1564,0
1565,1565,1
1566,1566,1
1567,1567,0
1568,1568,1
1569,1569,0
1570,1570,0
1571,1571,1
1572,1572,0
1573,1573,0
1574,1574,0
1575,1575,1
1576,1576,0
1577,1577,1
1578,1578,0
1579,1579,0
1580,1580,1
1581,1581,0
1582,1582,1
1583,1583,0
1584,1584,0
1585,1585,1
1586,1586,0
1587,1587,0
1588,1588,1
1589,1589,0
1590,1590,0
1591,1591,1
1592,1592,0
1593,1593,0
1594,1594,0
1595,1595,1
1596,1596,0
1597,1597,0
1598,1598,0
1599,1599,1
1600,1600,1
1601,1601,1
1602,1602,0
1603,1603,0
1604,1604,1
1605,1605,0
1606,1606,0
1607,1607,0
1608,1608,0
1609,1609,0
1610,1610,0
1611,1611,1
1612,1612,0
1613,1613,1
1614,1614,0
1615,1615,0
1616,1616,1
1617,1617,0
1618,1618,0
1619,1619,0
1620,1620,1
1621,1621,0
1622,1622,0
1623,1623,1
1624,1624,0
1625,1625,1
1626,1626,1
1627,1627,0
1628,1628,0
1629,1629,1
1630,1630,0
1631,1631,1
1632,1632,0
1633,1633,0
1634,1634,0
1635,1635,0
1636,1636,0
1637,1637,0
1638,1638,1
1639,1639,0
1640,1640,1
1641,1641,0
1642,1642,0
1643,1643,0
1644,1644,1
1645,1645,0
1646,1646,0
1647,1647,0
1648,1648,1
1649,1649,0
1650,1650,0
1651,1651,0
1652,1652,0
1653,1653,1
1654,1654,0
1655,1655,0
1656,1656,0
1657,1657,0
1658,1658,1
1659,1659,0
1660,1660,1
1661,1661,0
1662,1662,0
1663,1663,1
1664,1664,1
1665,1665,0
1666,1666,0
1667,1667,1
1668,1668,0
1669,1669,1
1670,1670,0
1671,1671,1
1672,1672,1
1673,1673,0
1674,1674,0
1675,1675,1
1676,1676,0
1677,1677,1
1678,1678,1
1679,1679,0
1680,1680,0
1681,1681,1
1682,1682,1
1683,1683,1
1684,1684,0
1685,1685,0
1686,1686,1
1687,1687,0
1688,1688,0
1689,1689,0
1690,1690,1
1691,1691,1
1692,1692,1
1693,1693,0
1694,1694,0
1695,1695,0
1696,1696,0
1697,1697,0
1698,1698,1
1699,1699,0
1700,1700,1
1701,1701,1
1702,1702,1
1703,1703,0
1704,1704,0
1705,1705,0
1706,1706,1
1707,1707,0
1708,1708,0
1709,1709,1
1710,1710,0
1711,1711,0
1712,1712,1
1713,1713,0
1714,1714,1
1715,1715,1
1716,1716,0
1717,1717,1
1718,1718,0
1719,1719,1
1720,1720,0
1721,1721,0
1722,1722,0
1723,1723,0
1724,1724,0
1725,1725,0
1726,1726,0
1727,1727,1
1728,1728,0
1729,1729,0
1730,1730,1
1731,1731,0
1732,1732,1
1733,1733,0
1734,1734,1
1735,1735,1
1736,1736,1
1737,1737,1
1738,1738,1
1739,1739,0
1740,1740,0
1741,1741,1
1742,1742,0
1743,1743,0
1744,1744,0
1745,1745,1
1746,1746,1
1747,1747,0
1748,1748,0
1749,1749,1
1750,1750,0
1751,1751,1
1752,1752,0
1753,1753,0
1754,1754,0
1755,1755,1
1756,1756,0
1757,1757,1
1758,1758,0
1759,1759,0
1760,1760,0
1761,1761,0
1762,1762,1
1763,1763,0
1764,1764,0
1765,1765,0
1766,1766,0
1767,1767,1
1768,1768,0
1769,1769,1
1770,1770,0
1771,1771,0
1772,1772,0
1773,1773,0
1774,1774,0
1775,1775,0
1776,1776,1
1777,1777,0
1778,1778,1
1779,1779,0
1780,1780,0
1781,1781,0
1782,1782,0
1783,1783,1
1784,1784,0
1785,1785,1
1786,1786,0
1787,1787,0
1788,1788,1
1789,1789,0
1790,1790,0
1791,1791,0
1792,1792,0
1793,1793,0
1794,1794,0
1795,1795,1
1796,1796,1
1797,1797,0
1798,1798,0
1799,1799,0
1800,1800,0
1801,1801,1
1802,1802,1
1803,1803,0
1804,1804,0
1805,1805,1
1806,1806,0
1807,1807,0
1808,1808,1
1809,1809,1
1810,1810,1
1811,1811,0
1812,1812,1
1813,1813,0
1814,1814,0
1815,1815,0
1816,1816,1
1817,1817,1
1818,1818,0
1819,1819,1
1820,1820,0
1821,1821,1
1822,1822,0
1823,1823,0
1824,1824,0
1825,1825,1
1826,1826,0
1827,1827,0
1828,1828,0
1829,1829,1
1830,1830,1
1831,1831,0
1832,1832,1
1833,1833,0
1834,1834,0
1835,1835,1
1836,1836,0
1837,1837,0
1838,1838,0
1839,1839,0
1840,1840,0
1841,1841,1
1842,1842,0
1843,1843,0
1844,1844,0
1845,1845,0
1846,1846,1
1847,1847,1
1848,1848,0
1849,1849,0
1850,1850,0
1851,1851,0
1852,1852,0
1853,1853,0
1854,1854,1
1855,1855,1
1856,1856,0
1857,1857,1
1858,1858,0
1859,1859,1
1860,1860,0
1861,1861,1
1862,1862,0
1863,1863,1
1864,1864,0
1865,1865,0
1866,1866,1
1867,1867,0
1868,1868,0
1869,1869,1
1870,1870,0
1871,1871,0
1872,1872,1
1873,1873,0
1874,1874,0
1875,1875,1
1876,1876,0
1877,1877,1
1878,1878,0
1879,1879,0
1880,1880,1
1881,1881,0
1882,1882,0
1883,1883,0
1884,1884,1
1885,1885,0
1886,1886,1
1887,1887,0
1888,1888,0
1889,1889,0
1890,1890,0
1891,1891,1
1892,1892,0
1893,1893,1
1894,1894,0
1895,1895,0
1896,1896,0
1897,1897,0
1898,1898,1
1899,1899,0
1900,1900,1
1901,1901,0
1902,1902,0
1903,1903,0
1904,1904,1
1905,1905,1
1906,1906,0
1907,1907,0
1908,1908,1
1909,1909,1
1910,1910,0
1911,1911,1
1912,1912,0
1913,1913,1
1914,1914,0
1915,1915,0
1916,1916,1
1917,1917,0
1918,1918,1
1919,1919,0
1920,1920,1
1921,1921,1
1922,1922,0
1923,1923,0
1924,1924,0
1925,1925,0
1926,1926,0
1927,1927,0
1928,1928,0
1929,1929,1
1930,1930,0
1931,1931,0
1932,1932,1
1933,1933,1
1934,1934,0
1935,1935,0
1936,1936,1
1937,1937,1
1938,1938,1
1939,1939,1
1940,1940,1
1941,1941,0
1942,1942,1
1943,1943,0
1944,1944,0
1945,1945,0
1946,1946,0
1947,1947,1
1948,1948,1
1949,1949,1
1950,1950,0
1951,1951,0
1952,1952,1
1953,1953,0
1954,1954,1
1955,1955,1
1956,1956,0
1957,1957,0
1958,1958,0
1959,1959,0
1960,1960,0
1961,1961,1
1962,1962,0
1963,1963,0
1964,1964,1
1965,1965,1
1966,1966,0
1967,1967,1
1968,1968,0
1969,1969,1
1970,1970,1
1971,1971,0
1972,1972,1
1973,1973,0
1974,1974,0
1975,1975,0
1976,1976,1
1977,1977,0
1978,1978,0
1979,1979,1
1980,1980,0
1981,1981,0
1982,1982,1
1983,1983,0
1984,1984,0
1985,1985,1
1986,1986,0
1987,1987,0
1988,1988,1
1989,1989,1
1990,1990,0
1991,1991,0
1992,1992,1
1993,1993,0
1994,1994,0
1995,1995,1
1996,1996,1
